id,created_at,text,favorite_count,retweet_count
927959858590167042,2017-11-07,"b""See how Cat gensets provide 24/7 power to one of Brazil's largest shrimp farms and their #sustainable water system\xe2\x80\xa6 https://t.co/Dn4E80ynrt""",18,4
927936454877163521,2017-11-07,"b""When communities need our help following a natural disaster, we're quick to respond. Here's how.\xe2\x80\xa6 https://t.co/AGOymqSsCo""",15,6
927912546866167809,2017-11-07,b'40 yrs ago NYC plunged into darkness. Thankfully Cat generators were there keeping (some of) the lights on.\xe2\x80\xa6 https://t.co/Olj4WAYyFg',51,8
927893422651953153,2017-11-07,"b'Video: See how technology has changed the work done at the Caterpillar Foundry in Mapleton, Illinois\xe2\x80\xa6 https://t.co/p0rLWThtz1'",20,4
927566013247483906,2017-11-06,"b""See how Cat gensets provide 24/7 power to one of Brazil's largest shrimp farms and their #sustainable water system\xe2\x80\xa6 https://t.co/SFDjSzE7Qh""",10,6
927555237652688896,2017-11-06,b'@LuzIrradia Sentimos mucho escuchar esto. \xc2\xbfPuede DM su informaci\xc3\xb3n de contacto para que podamos ayudarlo m\xc3\xa1s?',1,0
927520982738272256,2017-11-06,"b'See what inspires Chuck, Mike, Elisabeth, Julio and George \xe2\x80\x93 who have worked at Caterpillar for 45 years!\xe2\x80\xa6 https://t.co/6wIBLP9YtT'",27,9
926548307383595008,2017-11-03,"b'Video: See how technology has changed the work done at the Caterpillar Foundry in Mapleton, Illinois\xe2\x80\xa6 https://t.co/KWLoZzY4Nt'",21,6
926160252864565248,2017-11-02,"b'See what inspires Chuck, Mike, Elisabeth, Julio and George \xe2\x80\x93 who have worked at Caterpillar for 45 years!\xe2\x80\xa6 https://t.co/BD1TrZpUXh'",13,6
925796231649153025,2017-11-01,b'Read stories from #ChicagoIdeas Week about some of the technologies changing the way our customers do business:\xe2\x80\xa6 https://t.co/vyavlbsNfy',58,21
925773463650033665,2017-11-01,"b'@turfdoug Great costume! Can we use it on our social accts? If you\xe2\x80\x99re 18+ yrs, &amp; agree with our T&amp;Cs\xe2\x80\xa6 https://t.co/6tgDsgkais'",0,0
925773401406558209,2017-11-01,"b'@NateEckhart Great costume! Can we use it on our social accts? If you\xe2\x80\x99re 18+ yrs, &amp; agree with our T&amp;Cs\xe2\x80\xa6 https://t.co/vAO5BpFVpj'",0,0
925773290135867392,2017-11-01,"b'@RockSaws Great costume! Can we use it on our social accts? If you\xe2\x80\x99re 18+ yrs, &amp; agree with our T&amp;Cs\xe2\x80\xa6 https://t.co/Ib1XtOi2Rs'",1,0
925474739526742017,2017-10-31,"b'@FaheemG70 Your Cat dealer can help you with ET. Send us a DM with your details (phone, email and location) and we will forward your case.'",0,0
925457871999029248,2017-10-31,"b'@VersadoIgnaro Su distribuidor local le puede ayudar, env\xc3\xadenos un MD con sus datos (correo electr\xc3\xb3nico y lugar) y le pondremos en contacto.'",1,0
925404296396640256,2017-10-31,b'We just launched three new designs to our pumpkin carving templates! Download here:  https://t.co/mrPnxcIr7h https://t.co/GQzR3NtfeM',122,31
925352928457711616,2017-10-31,b'Wishing all the Cat fans out there a Happy Halloween! https://t.co/1cgdNTA0kR',106,20
925117750699286530,2017-10-30,"b""@Row6seat41 Hi! We haven't created a pipe layer template, but we'll keep it in mind if we add to these in the future!""",1,0
925091898368327680,2017-10-30,"b'@javieririzarry Autoland no es uno de nuestros distribuidores autorizados. En su lugar, le recomendamos contactar a RIMCO Cat.'",2,1
